section,hscode,description,parent,level,datetime_extracted
Section V,2611.00,Tungsten ores and concentrates.,2611,6,2025-11-14 21:49:39.532190
Section V,2612.10,Uranium ores and concentrates,2612,6,2025-11-14 21:49:39.532190
Section V,2612.20,Thorium ores and concentrates,2612,6,2025-11-14 21:49:39.532190
Section V,2613.10,Roasted,2613,6,2025-11-14 21:49:39.532190
Section V,2613.90,Other,2613,6,2025-11-14 21:49:39.532190
Section V,2614.00.10,Ilmanite,261400,8,2025-11-14 21:49:39.532190
Section V,2614.00.20,Rutile,261400,8,2025-11-14 21:49:39.532190
Section V,2614.00.90,Other,261400,8,2025-11-14 21:49:39.532190
Section V,2615.10,Zirconium ores and concentrates,2615,6,2025-11-14 21:49:39.532190
Section V,2615.90,Other,2615,6,2025-11-14 21:49:39.532190
Section V,2616.10,Silver ores and concentrates,2616,6,2025-11-14 21:49:39.532190
Section V,2616.90,Other,2616,6,2025-11-14 21:49:39.532190
Section V,2617.10,Antimony ores and concentrates,2617,6,2025-11-14 21:49:39.532190
Section V,2617.90,Other,2617,6,2025-11-14 21:49:39.532190
Section V,2618.00,"Granulated slag (slag sand) from themanufacture of iron or steel.",2618,6,2025-11-14 21:49:39.532190
Section V,2619.00,"Slag, dross (other than granulated slag),scalings and other waste from themanufacture of iron or steel.",2619,6,2025-11-14 21:49:39.532190
Section V,2620.11,Hard zinc spelter,2620,6,2025-11-14 21:49:39.532190
Section V,2620.19,Other,2620,6,2025-11-14 21:49:39.532190
Section V,2620.21,"Leaded gasoline sludges and leaded anti-knock compound sludges",2620,6,2025-11-14 21:49:39.532190
Section V,2620.29,Other,2620,6,2025-11-14 21:49:39.532190
Section V,2620.30,Containing mainly copper,2620,6,2025-11-14 21:49:39.532190
Section V,2620.40,Containing mainly aluminium,2620,6,2025-11-14 21:49:39.532190
Section V,2620.60,"Containing arsenic, mercury, thallium or theirmixtures, of a kind used for the extraction ofarsenic or those metals or for themanufacture of their chemical compounds",2620,6,2025-11-14 21:49:39.532190
Section V,2620.91,"Containing antimony, beryllium, cadmium,chromium or their mixtures",2620,6,2025-11-14 21:49:39.532190
Section V,2620.99,Other :,2620,6,2025-11-14 21:49:39.532190
Section V,2620.99.10,"Tantalum-bearing tin slags with less than0.5% tin",262099,8,2025-11-14 21:49:39.532190
Section V,2620.99.20,"Slag from zinc production , chemicallystabilized having a high iron content (above20%) and processed according to industrialspecifications",262099,8,2025-11-14 21:49:39.532190
Section V,2620.99.30,"Spent catalysts containg transition metals andrare earth metals",262099,8,2025-11-14 21:49:39.532190
Section V,2620.99.90,Other,262099,8,2025-11-14 21:49:39.532190
Section V,2621.10,"Ash and residues from the incineration ofmunicipal waste",2621,6,2025-11-14 21:49:39.532190
Section V,2621.90.10,Coal-fired power plant fly-ash,262190,8,2025-11-14 21:49:39.532190
Section V,2621.90.90,Other,262190,8,2025-11-14 21:49:39.532190
Section V,27.01,"Coal; briquettes, ovoids and similarsolid fuels manufactured from coal.",27,4,2025-11-14 21:49:39.532190
Section V,27.02,"Lignite, whether or not agglomerated,excluding jet.",27,4,2025-11-14 21:49:39.532190
Section V,27.07,"Oils and other products of thedistillation of high temperature coaltar; similar products in which theweight of the aromatic constituentsexceeds that of the non-aromaticconstituents.",27,4,2025-11-14 21:49:39.532190
Section V,27.08,"Pitch and pitch coke, obtained fromcoal tar or from other mineral tars.",27,4,2025-11-14 21:49:39.532190
Section V,27.09,"Petroleum oils and oils obtained frombituminous minerals, crude",27,4,2025-11-14 21:49:39.532190
Section V,27.10,"Petroleum oils and oils obtained frombituminous minerals, other than crude;preparations not elsewhere specified orincluded, containing by weight 70% ormore of petroleum oils or of oilsobtained from bituminous minerals,these oils being the basic constituents",27,4,2025-11-14 21:49:39.532190
Section V,27.11,"Petroleum gases and other gaseoushydrocarbons.",27,4,2025-11-14 21:49:39.532190
Section V,27.12,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax,ozokerite, lignite wax, peat wax, othermineral waxes, and similar productsobtained by synthesis or by otherprocesses, whether or not coloured.",27,4,2025-11-14 21:49:39.532190
Section V,27.13,"Petroleum coke, petroleum bitumenand other residues of petroleum oils orof oils obtained from bituminousminerals.",27,4,2025-11-14 21:49:39.532190
Section V,27.14,"Bitumen and asphalt, natural;bituminous or oil shale and tar sands;asphaltites and asphaltic rocks (+).",27,4,2025-11-14 21:49:39.532190
Section V,2701.11,Anthracite,2701,6,2025-11-14 21:49:39.532190
Section V,2701.12,Bituminous coal,2701,6,2025-11-14 21:49:39.532190
Section V,2701.19,Other coal,2701,6,2025-11-14 21:49:39.532190
Section V,2701.20,"Briquettes, ovoids and similar solid fuelsmanufactured from coal",2701,6,2025-11-14 21:49:39.532190
Section V,2702.10,"Lignite, whether or not pulverized, but notagglomerated",2702,6,2025-11-14 21:49:39.532190
Section V,2702.20,Agglomerated lignite,2702,6,2025-11-14 21:49:39.532190
Section V,2703.00,"Peat (including peat litter), whether ornot agglomerated.",2703,6,2025-11-14 21:49:39.532190
Section V,2704.00,"Coke and semi-coke of coal, of ligniteor of peat, whether or notagglomerated; retort carbon.",2704,6,2025-11-14 21:49:39.532190
Section V,2705.00,"Coal gas, water gas, producer gas andsimilar gases, other than petroleumgases and other gaseous hydrocarbons.",2705,6,2025-11-14 21:49:39.532190
Section V,2706.00,"Tar distilled from coal, from lignite orfrom peat, and other mineral tars,whether or not dehydrated or partiallydistilled, including reconstituted tars.",2706,6,2025-11-14 21:49:39.532190
Section V,2707.10,Benzol (benzene),2707,6,2025-11-14 21:49:39.532190
Section V,2707.20,Toluol (toluene),2707,6,2025-11-14 21:49:39.532190
Section V,2707.30,Xylol (xylenes),2707,6,2025-11-14 21:49:39.532190
Section V,2707.40,Naphthalene,2707,6,2025-11-14 21:49:39.532190
Section V,2707.50,"Other aromatic hydrocarbon mixtures ofwhich 65% or more by volume (includingolosses) distils at 250 C by the ISO 3405method (equivalent to the ASTM D86",2707,6,2025-11-14 21:49:39.532190
Section V,2707.91,Creosote oils,2707,6,2025-11-14 21:49:39.532190
Section V,2707.99,Other,2707,6,2025-11-14 21:49:39.532190
Section V,2708.10,Pitch,2708,6,2025-11-14 21:49:39.532190
Section V,2708.20,Pitch coke,2708,6,2025-11-14 21:49:39.532190
Section V,2709.00.10,Petroleum oils,270900,8,2025-11-14 21:49:39.532190
Section V,2709.00.90,Other,270900,8,2025-11-14 21:49:39.532190
Section V,2710.12,Light oils and preparations :,2710,6,2025-11-14 21:49:39.532190
Section V,2710.12.10,Aviation spirit,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.20,Petrol :,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.21,Petrol having Octane number of 92,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.22,Petrol having Octane number of 95,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.29,Other,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.30,Motor spirit other than petrol,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.40,Spirit type jet fuel,271012,8,2025-11-14 21:49:39.532190
Section V,2710.12.90,Other,271012,8,2025-11-14 21:49:39.532190
Section V,2710.19,Other :,2710,6,2025-11-14 21:49:39.532190
Section V,2710.19.10,Kerosene other than kerosene type jet fuel,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.20,Kerosene type jet fuel,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.30,Other medium oils and preparations,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.40,Gas oil / Diesel :,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.41,"Super Diesel that contains sulphur notexceeding 10 mg/kg (ppm)",271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.42,"Other Diesel that contains sulphur exceeding10 mg/kg (ppm) but not exceeding 500mg/kg (ppm)",271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.49,Other,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.50,"Narrow boiling range oils of distillation rangenot exceeding a span of 500 C and the flashpoint above 70 °C",271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.60,Fuel oil,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.70,"Lubricating oils (Base-oils) for thepreparation of lubricants",271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.80,Lubricants,271019,8,2025-11-14 21:49:39.532190
Section V,2710.19.90,Other,271019,8,2025-11-14 21:49:39.532190
Section V,2710.20,"Petroleum oils and oils obtained frombituminous minerals (other than crude) andpreparations not elsewhere specified orincluded, containing by weight 70 % or moreof petroleum oils or of oils obtained frombituminous minerals, these oils being thebasic constituents of the preparations,",2710,6,2025-11-14 21:49:39.532190
Section V,2710.91,"Containing polychlorinated biphenyls (PCBs),polychlorinated terphenyls (PCTs) orpolybrominated biphenyls (PBBs)",2710,6,2025-11-14 21:49:39.532190
Section V,2710.99,Other,2710,6,2025-11-14 21:49:39.532190
Section V,2711.11,Natural gas,2711,6,2025-11-14 21:49:39.532190
Section V,2711.12,Propane,2711,6,2025-11-14 21:49:39.532190
Section V,2711.13,Butanes,2711,6,2025-11-14 21:49:39.532190
Section V,2711.14,"Ethylene, propylene, butylene and butadiene",2711,6,2025-11-14 21:49:39.532190
Section V,2711.19,Other :,2711,6,2025-11-14 21:49:39.532190
Section V,2711.19.10,Liquefied Petroleum Gas,271119,8,2025-11-14 21:49:39.532190
Section V,2711.19.90,Other,271119,8,2025-11-14 21:49:39.532190
Section V,2711.21,Natural gas,2711,6,2025-11-14 21:49:39.532190
Section V,2711.29,Other,2711,6,2025-11-14 21:49:39.532190
Section V,2712.10,Petroleum jelly,2712,6,2025-11-14 21:49:39.532190
Section V,2712.20,"Paraffin wax containing by weight less than0.75% of oil",2712,6,2025-11-14 21:49:39.532190
Section V,2712.90,Other,2712,6,2025-11-14 21:49:39.532190
Section V,2713.11,Not calcined,2713,6,2025-11-14 21:49:39.532190
Section V,2713.12,Calcined,2713,6,2025-11-14 21:49:39.532190
Section V,2713.20,Petroleum bitumen,2713,6,2025-11-14 21:49:39.532190
Section V,2713.90,"Other residues of petroleum oils or of oilsobtained from bituminous minerals",2713,6,2025-11-14 21:49:39.532190
Section V,2714.10,Bituminous or oil shale and tar sands,2714,6,2025-11-14 21:49:39.532190
Section V,2714.90,Other,2714,6,2025-11-14 21:49:39.532190
Section V,2715.00,"Bituminous mixtures based on naturalasphalt, on natural bitumen, onpetroleum bitumen, on mineral tar oron mineral tar pitch (for example,bituminous mastics, cut-backs).",2715,6,2025-11-14 21:49:39.532190
Section V,2716.00,Electrical energy. (optional heading),2716,6,2025-11-14 21:49:39.532190
Section Vi,28.01,"Flourine, chlorine, bromine and iodine",28,4,2025-11-14 21:49:39.532190
Section Vi,28.02,"Sulphur, sublimed or precipitated;colloidal sulphur.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.03,"Carbon (carbon blacks and other formsof carbon not elsewhere specified orincluded.)",28,4,2025-11-14 21:49:39.532190
Section Vi,28.04,"Hydrogen, rare gases and other non-metals.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.05,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium,whether or not intermixed orinteralloyed; mercury.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.06,"Hydrogen chloride (hydrochloric acid);chlorosulphuric acid.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.07,Sulphuric acid; oleum.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.08,Nitric acid; sulphonitric acids.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.09,"Diphosphorus pentaoxide; phosphoricacid; polyphosphoric acids, whether ornot chemically defined.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.10,Oxides of boron; boric acids.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.11,"Other inorganic acids and otherinorganic oxygen compounds of non-metals.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.12,Halides and halide oxides of non-metals.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.13,"Sulphides of non-metals; commercialphosphorus trisulphide.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.14,"Ammonia, anhydrous or in aqueoussoluton.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.15,"Sodium hydroxide (caustic soda);potassium hydroxide (caustic potash);peroxides of sodium or potassium.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.16,"Hydroxide and peroxide of magnesium;oxides, hydroxides and peroxides, ofstrontium or barium.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.17,Zinc oxide; zinc peroxide.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.18,"Artificial corundum, whether or notchemically defined; aluminium oxide;aluminium hydroxide.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.19,Chromium oxides and hydroxides.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.20,Manganese oxides.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.21,"Iron oxides and hydroxides; earthcolours containing 70% or more byweight of combined iron evaluated asFe2O3.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.22,"Cobalt oxides and hydroxides;commercial cobalt oxides.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.23,Titanium oxides.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.24,Lead oxides; red lead and orange lead.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.25,"Hydrazine and hydroxylamine and theirinorganic salts; other inorganic bases;other metal oxides, hydroxides andperoxides.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.26,"Fluorides; fluorosilicates,fluoroaluminates and other complexfluorine salts.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.27,"Chlorides, chloride oxides and chloridehydroxides; bromides and bromideoxides; iodides and iodide oxides.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.28,"Hypochlorites; commercial calciumhypochlorite; chlorites; hypobromites.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.29,"Chlorates and perchlorates; bromatesand perbromates; iodates andperiodates.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.30,"Sulphides; polysulphides, whether or notchemically defined.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.31,Dithionites and sulphyoxylates.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.32,Sulphites; thiosulphates.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.33,"Sulphates; alums; peroxosulphates(persulphates).",28,4,2025-11-14 21:49:39.532190
Section Vi,28.34,Nitrites; nitrates.,28,4,2025-11-14 21:49:39.532190
Section Vi,28.35,"Phosphinates (hypophosphites),phosphonates (phosphites) andphosphates; polyphosphates, whether ornot chemically defined.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.36,"Carbonates; peroxocarbonates(percarbonates); commercial ammoniumcarbonate containing ammoniumcarbamate.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.37,"Cyanides, cyanide oxides and complexcyanides.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.39,"Silicates; commercial alkali metalsilicates.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.40,Borates; peroxoborates (perborates).,28,4,2025-11-14 21:49:39.532190
Section Vi,28.41,"Salts of oxometallic or peroxometallicacids.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.42,"Other salts of inorganic acids orperoxoacids (including aluminosilicateswhether or not chemically defined),other than azides.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.43,"Colloidal precious metals; inorganic ororganic compounds of precious metals,whether or not chemically defined;amalgams of precious metals.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.44,"Radioactive chemical elements andradioactive isotopes (including the fissileor fertile chemical elements andisotopes)and their compounds; mixturesand residues containing these products.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.45,"Isotopes other than those of heading28.44; compounds, inorganic or organic,of such isotopes, whether or notchemically defined.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.46,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandiumor of mixtures of these metals.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.47,"Hydrogen peroxide, whether or notsolidified with urea.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.49,"Carbides, whether or not chemicallydefined.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.50,"Hydrides, nitrides, azides, silicides andborides, whether or not chemicallydefined, other than compounds whichare also carbides of heading 28.49.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.52,"Inorganic or organic compounds ofmercury, whether or not chemicallydefined, excluding amalgams.",28,4,2025-11-14 21:49:39.532190
Section Vi,28.53,"Phosphides, whether or not chemicallydefined, excluding ferrophosphorus;other inorganic compounds (includingdistilled or conductivity water and waterof similar purity); liquid air (whether ornot rare gases have been removed);compressed air; amalgams, other thanamalgams of precious metals.",28,4,2025-11-14 21:49:39.532190
Section Vi,2801.10,Chlorine,2801,6,2025-11-14 21:49:39.532190
Section Vi,2801.20,Iodine,2801,6,2025-11-14 21:49:39.532190
Section Vi,2801.30,Fluorine; bromine,2801,6,2025-11-14 21:49:39.532190
Section Vi,2804.10,Hydrogen,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.21,Argon,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.29,Other,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.30,Nitrogen,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.40,Oxygen,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.50,Boron; tellurium :,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.50.10,Tellurium waste and scrap,280450,8,2025-11-14 21:49:39.532190
Section Vi,2804.50.90,Other,280450,8,2025-11-14 21:49:39.532190
Section Vi,2804.61,"Containing by weight not less than 99.99% ofsilicon",2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.69,Other,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.70,Phosphorus,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.80,Arsenic,2804,6,2025-11-14 21:49:39.532190
Section Vi,2804.90.10,Waste and scrap,280490,8,2025-11-14 21:49:39.532190
Section Vi,2804.90.90,Other,280490,8,2025-11-14 21:49:39.532190
Section Vi,2805.11,Sodium,2805,6,2025-11-14 21:49:39.532190
Section Vi,2805.12,Calcium,2805,6,2025-11-14 21:49:39.532190
Section Vi,2805.19,Other,2805,6,2025-11-14 21:49:39.532190
Section Vi,2805.30.10,Waste and scrap of rare-earth metals,280530,8,2025-11-14 21:49:39.532190
Section Vi,2805.30.90,Other,280530,8,2025-11-14 21:49:39.532190
Section Vi,2805.40,Mercury,2805,6,2025-11-14 21:49:39.532190
Section Vi,2806.10,Hydrogen chloride (hydrochloric acid),2806,6,2025-11-14 21:49:39.532190
Section Vi,2806.20,Chlorosulphuric acid,2806,6,2025-11-14 21:49:39.532190
Section Vi,2809.10,Diphosphorus pentaoxide,2809,6,2025-11-14 21:49:39.532190
Section Vi,2809.20,Phosphoric acid and polyphosphoric acids,2809,6,2025-11-14 21:49:39.532190
Section Vi,2811.11,Hydrogen fluoride (hydrofluoric acid),2811,6,2025-11-14 21:49:39.532190
Section Vi,2811.12,Hydrogen cyanide (hydrocyanic acid),2811,6,2025-11-14 21:49:39.532190
Section Vi,2811.19,Other,2811,6,2025-11-14 21:49:39.532190
Section Vi,2811.21,Carbon dioxide,2811,6,2025-11-14 21:49:39.532190
Section Vi,2811.22,Silicon dioxide,2811,6,2025-11-14 21:49:39.532190
Section Vi,2811.29,Other :,2811,6,2025-11-14 21:49:39.532190
Section Vi,2811.29.10,Nitrous oxide,281129,8,2025-11-14 21:49:39.532190
Section Vi,2811.29.20,Sulphur dioxide,281129,8,2025-11-14 21:49:39.532190
Section Vi,2811.29.90,Other,281129,8,2025-11-14 21:49:39.532190
Section Vi,2812.11,Carbonyl dichloride (Phosgene),2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.12,Phosphorus oxychloride,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.13,Phosphorus trichloride,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.14,Phosphorus pentachloride,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.15,Sulphur monochloride,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.16,Sulphur dichloride,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.17,Thionyl chloride,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.19,Other,2812,6,2025-11-14 21:49:39.532190
Section Vi,2812.90,Other,2812,6,2025-11-14 21:49:39.532190
Section Vi,2813.10,Carbon disulphide,2813,6,2025-11-14 21:49:39.532190
Section Vi,2813.90,Other,2813,6,2025-11-14 21:49:39.532190
Section Vi,2814.10,Anhydrous ammonia,2814,6,2025-11-14 21:49:39.532190
Section Vi,2814.20,Ammonia in aqueous solution,2814,6,2025-11-14 21:49:39.532190
Section Vi,2815.11,Solid,2815,6,2025-11-14 21:49:39.532190
Section Vi,2815.12,In aqueous solution (soda lye or liquid soda),2815,6,2025-11-14 21:49:39.532190
Section Vi,2815.20,Potassium hydroxide (caustic potash),2815,6,2025-11-14 21:49:39.532190
Section Vi,2815.30,Peroxides of sodium or potassium,2815,6,2025-11-14 21:49:39.532190
Section Vi,2816.10,Hydroxide and peroxide of magnesium,2816,6,2025-11-14 21:49:39.532190
Section Vi,2816.40,"Oxides, hydroxides and peroxides, of strontiumor barium",2816,6,2025-11-14 21:49:39.532190
Section Vi,2818.10,"Artificial corundum, whether or not chemicallydefined",2818,6,2025-11-14 21:49:39.532190
Section Vi,2818.20,"Aluminium oxide, other than artificialcorundum",2818,6,2025-11-14 21:49:39.532190
Section Vi,2818.30,Aluminium hydroxide,2818,6,2025-11-14 21:49:39.532190
Section Vi,2819.10,Chromium trioxide,2819,6,2025-11-14 21:49:39.532190
Section Vi,2819.90,Other,2819,6,2025-11-14 21:49:39.532190
Section Vi,2820.10,Manganese dioxide,2820,6,2025-11-14 21:49:39.532190
Section Vi,2820.90,Other,2820,6,2025-11-14 21:49:39.532190
Section Vi,2821.10,Iron oxides and hydroxides,2821,6,2025-11-14 21:49:39.532190
Section Vi,2821.20,Earth colours,2821,6,2025-11-14 21:49:39.532190
Section Vi,2824.10,"Lead monoxide (litharge, massicot)",2824,6,2025-11-14 21:49:39.532190
Section Vi,2824.90,Other,2824,6,2025-11-14 21:49:39.532190
Section Vi,2825.10,"Hydrazine and hydroxylamine and theirinorganic salts",2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.20,Lithium oxide and hydroxide,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.30,Vanadium oxides and hydroxides,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.40,Nickel oxides and hydroxides,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.50,Copper oxides and hydroxides,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.60,Germanium oxides and zirconium dioxide,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.70,Molybdenum oxides and hydroxides,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.80,Antimony oxides,2825,6,2025-11-14 21:49:39.532190
Section Vi,2825.90,Other,2825,6,2025-11-14 21:49:39.532190
Section Vi,2826.12,Of aluminium,2826,6,2025-11-14 21:49:39.532190
Section Vi,2826.19,Other,2826,6,2025-11-14 21:49:39.532190
Section Vi,2826.30,"Sodium hexafluoroaluminate (syntheticcryolite)",2826,6,2025-11-14 21:49:39.532190
Section Vi,2826.90,Other,2826,6,2025-11-14 21:49:39.532190
Section Vi,2827.10,Ammonium chloride,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.20,Calcium chloride,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.31,Of magnesium,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.32,Of aluminium,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.35,Of nickel,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.39,Other,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.41,Of copper,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.49,Other,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.51,Bromides of sodium or of potassium,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.59,Other,2827,6,2025-11-14 21:49:39.532190
Section Vi,2827.60,Iodides and iodide oxides,2827,6,2025-11-14 21:49:39.532190
Section Vi,2828.10,"Commercial calcium hypochlorite and othercalcium hypochlorites",2828,6,2025-11-14 21:49:39.532190
Section Vi,2828.90,Other,2828,6,2025-11-14 21:49:39.532190
Section Vi,2829.11,Of sodium,2829,6,2025-11-14 21:49:39.532190
Section Vi,2829.19,Other,2829,6,2025-11-14 21:49:39.532190
Section Vi,2829.90,Other,2829,6,2025-11-14 21:49:39.532190
Section Vi,2830.10,Sodium sulphides,2830,6,2025-11-14 21:49:39.532190
Section Vi,2830.90,Other,2830,6,2025-11-14 21:49:39.532190
Section Vi,2831.10,Of sodium,2831,6,2025-11-14 21:49:39.532190
Section Vi,2831.90,Other,2831,6,2025-11-14 21:49:39.532190
Section Vi,2832.10,Sodium sulphites,2832,6,2025-11-14 21:49:39.532190
Section Vi,2832.20,Other sulphites,2832,6,2025-11-14 21:49:39.532190
Section Vi,2832.30,Thiosulphates,2832,6,2025-11-14 21:49:39.532190
Section Vi,2833.11,Disodium sulphate,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.19,Other,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.21,Of magnesium,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.22,Of aluminium,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.24,Of nickel,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.25,Of copper,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.27,Of barium,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.29,Other :,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.29.10,Thallium sulphate,283329,8,2025-11-14 21:49:39.532190
Section Vi,2833.29.90,Other,283329,8,2025-11-14 21:49:39.532190
Section Vi,2833.30,Alums,2833,6,2025-11-14 21:49:39.532190
Section Vi,2833.40,Peroxosulphates (perulphates),2833,6,2025-11-14 21:49:39.532190
Section Vi,2834.10,Nitrites,2834,6,2025-11-14 21:49:39.532190
Section Vi,2834.21,Of potassium,2834,6,2025-11-14 21:49:39.532190
Section Vi,2834.29.10,"Calcium nitrate containing in the dry state notmore than 16% by weight of nitrogen",283429,8,2025-11-14 21:49:39.532190
Section Vi,2834.29.90,Other,283429,8,2025-11-14 21:49:39.532190
Section Vi,2835.10,"Phosphinates (hypophosphites) andphosphonates (phosphites)",2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.22,Of mono- or disodium,2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.24,Of potassium,2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.25,"Calcium hydrogenorthophosphate (""dicalciumphosphate"")",2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.26,Other phosphates of calcium,2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.29,Other,2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.31,"Sodium triphosphates (sodiumtripolyphosphate)",2835,6,2025-11-14 21:49:39.532190
Section Vi,2835.39,Other,2835,6,2025-11-14 21:49:39.532190
Section Vi,2836.20,Disodium carbonate,2836,6,2025-11-14 21:49:39.532190
Section Vi,2836.30,"Sodium hydrogencarbonate (sodiumbicarbonate)",2836,6,2025-11-14 21:49:39.532190
Section Vi,2836.40,Potassium carbonates,2836,6,2025-11-14 21:49:39.532190
Section Vi,2836.50,Calcium carbonate,2836,6,2025-11-14 21:49:39.532190
Section Vi,2836.60,Barium carbonate,2836,6,2025-11-14 21:49:39.532190
Section Vi,2836.91,Lithium carbonates,2836,6,2025-11-14 21:49:39.532190
